CustomerID,Recency,Frequency,Monetary,Cluster,Segment
14962,271,1,126.7,1,At-Risk Customers
14963,10,5,1472.34,2,Regular Customers
14964,247,1,206.21,1,At-Risk Customers
14965,96,2,596.09,1,At-Risk Customers
14966,15,1,183.02,1,At-Risk Customers
14967,50,1,463.8,1,At-Risk Customers
14968,30,1,147.59,1,At-Risk Customers
14970,68,4,1592.06,2,Regular Customers
14971,35,3,1097.98,2,Regular Customers
14972,128,1,114.77,1,At-Risk Customers
14973,107,3,1314.45,2,Regular Customers
14974,37,1,89.94,1,At-Risk Customers
14975,57,1,279.94,1,At-Risk Customers
14976,57,7,790.86,2,Regular Customers
14978,72,5,1921.3700000000001,2,Regular Customers
14981,246,1,102.12,1,At-Risk Customers
14984,19,2,202.37,2,Regular Customers
14985,198,2,292.01,1,At-Risk Customers
14987,16,2,326.4,2,Regular Customers
14988,212,1,334.54,1,At-Risk Customers
14995,39,2,231.98000000000002,1,At-Risk Customers
14997,46,3,546.1999999999999,2,Regular Customers
14998,170,2,414.87,1,At-Risk Customers
15000,48,1,490.52,1,At-Risk Customers
15002,116,4,1641.76,2,Regular Customers
15004,147,1,1220.77,1,At-Risk Customers
15005,16,28,6295.37,0,High-Value Customers
15006,51,1,480.38,1,At-Risk Customers
15007,159,1,156.91,1,At-Risk Customers
15009,12,3,1259.43,2,Regular Customers
15010,36,1,308.94,1,At-Risk Customers
15012,54,2,405.04,1,At-Risk Customers
15014,43,2,257.67,1,At-Risk Customers
15016,173,1,170.04,1,At-Risk Customers
15017,34,1,125.58,1,At-Risk Customers
15018,39,3,496.21000000000004,2,Regular Customers
15019,267,1,252.81,1,At-Risk Customers
15021,9,9,1871.77,0,High-Value Customers
15022,12,4,852.39,2,Regular Customers
15023,3,11,6720.41,0,High-Value Customers
15024,10,10,1636.43,0,High-Value Customers
15025,33,1,361.96,1,At-Risk Customers
15026,80,3,469.0,2,Regular Customers
15027,31,4,1066.1499999999999,2,Regular Customers
15028,8,4,627.13,2,Regular Customers
15030,72,2,518.28,1,At-Risk Customers
15031,4,4,653.19,2,Regular Customers
15032,256,3,4959.1,2,Regular Customers
15033,5,10,2557.18,0,High-Value Customers
15034,16,8,4274.16,0,High-Value Customers
15035,90,1,252.73000000000002,1,At-Risk Customers
15036,72,3,429.56,2,Regular Customers
15038,59,6,685.74,2,Regular Customers
15039,10,47,19766.59,0,High-Value Customers
15041,170,1,179.93,1,At-Risk Customers
15042,199,1,135.93,1,At-Risk Customers
15043,31,1,537.0,2,Regular Customers
15044,19,17,7634.7300000000005,0,High-Value Customers
15045,152,2,735.66,1,At-Risk Customers
15046,9,15,5090.42,0,High-Value Customers
15047,270,1,343.62,1,At-Risk Customers
15048,65,4,381.0,2,Regular Customers
15049,274,1,121.17000000000002,1,At-Risk Customers
15050,25,3,1737.69,2,Regular Customers
15051,23,3,1383.3600000000001,2,Regular Customers
15052,319,1,207.73000000000002,1,At-Risk Customers
15053,5,3,693.95,2,Regular Customers
15054,12,2,302.1,2,Regular Customers
15057,275,2,1489.5,1,At-Risk Customers
15058,25,11,2102.54,0,High-Value Customers
15059,41,9,1337.72,2,Regular Customers
15060,8,4,294.25,2,Regular Customers
15061,4,48,54534.14,0,High-Value Customers
15062,71,4,987.86,2,Regular Customers
15063,213,1,370.79999999999995,1,At-Risk Customers
15065,38,4,3158.13,2,Regular Customers
15066,53,1,893.59,2,Regular Customers
15067,78,3,1744.76,2,Regular Customers
15068,46,2,553.36,2,Regular Customers
15069,179,1,1109.53,1,At-Risk Customers
15070,373,1,106.2,1,At-Risk Customers
15071,94,2,982.07,2,Regular Customers
15073,10,3,1043.41,2,Regular Customers
15074,105,1,735.67,1,At-Risk Customers
15075,78,1,773.03,1,At-Risk Customers
15076,173,1,880.85,1,At-Risk Customers
15078,7,32,9743.11,0,High-Value Customers
15079,213,4,895.61,2,Regular Customers
15081,22,5,504.8,2,Regular Customers
15083,257,1,88.2,1,At-Risk Customers
15087,282,1,306.94,1,At-Risk Customers
15088,21,2,1160.07,2,Regular Customers
15089,10,6,2420.84,0,High-Value Customers
15090,308,1,381.32,1,At-Risk Customers
15091,68,1,480.71,1,At-Risk Customers
15092,215,2,457.81,1,At-Risk Customers
15093,18,6,4597.02,0,High-Value Customers
15095,104,4,1370.6,2,Regular Customers
15096,43,1,219.39000000000001,1,At-Risk Customers
15097,4,1,248.08,2,Regular Customers
15098,182,3,39916.5,0,High-Value Customers
15099,84,1,410.48,1,At-Risk Customers
15100,334,3,876.0,1,At-Risk Customers
15101,9,2,317.53,2,Regular Customers
15103,31,2,703.36,2,Regular Customers
15104,197,2,993.54,1,At-Risk Customers
15105,18,7,2298.93,0,High-Value Customers
15106,18,5,1422.52,2,Regular Customers
15107,311,6,319.5,1,At-Risk Customers
15108,142,4,1300.25,2,Regular Customers
15109,246,1,484.95,1,At-Risk Customers
15110,24,4,996.1,2,Regular Customers
15111,29,3,1567.48,2,Regular Customers
15113,10,3,3509.43,2,Regular Customers
15114,30,10,2760.56,0,High-Value Customers
15115,18,1,340.11,2,Regular Customers
15116,18,4,1352.75,2,Regular Customers
15117,15,5,1551.78,2,Regular Customers
15118,134,1,244.8,1,At-Risk Customers
15119,246,1,266.4,1,At-Risk Customers
15120,134,1,358.82,1,At-Risk Customers
15121,50,2,457.72,2,Regular Customers
15122,114,3,1633.78,2,Regular Customers
15123,7,2,2199.31,2,Regular Customers
15124,23,2,184.19,1,At-Risk Customers
15125,25,15,11528.48,0,High-Value Customers
15127,66,1,406.53,1,At-Risk Customers
15128,60,4,1471.0,2,Regular Customers
15129,50,11,3447.4,0,High-Value Customers
15130,170,1,330.11,1,At-Risk Customers
15132,18,5,977.9300000000001,2,Regular Customers
15133,128,3,982.42,2,Regular Customers
15134,15,8,1387.99,0,High-Value Customers
15135,239,1,139.05,1,At-Risk Customers
15136,3,4,1286.7,2,Regular Customers
15139,240,2,178.96,1,At-Risk Customers
15140,52,7,2354.25,2,Regular Customers
15142,46,1,498.74,1,At-Risk Customers
15143,226,1,259.45,1,At-Risk Customers
15144,8,17,6580.44,0,High-Value Customers
15145,4,4,1194.73,2,Regular Customers
15146,165,2,1327.16,1,At-Risk Customers
15147,240,1,623.5,1,At-Risk Customers
15148,11,1,301.29,2,Regular Customers
15149,134,1,520.8000000000001,1,At-Risk Customers
15150,17,10,5291.33,0,High-Value Customers
15152,10,13,4745.69,0,High-Value Customers
15153,31,1,329.25,1,At-Risk Customers
15154,75,1,254.28,1,At-Risk Customers
15156,1,3,961.49,2,Regular Customers
15157,4,3,1936.07,2,Regular Customers
15158,45,1,401.40000000000003,1,At-Risk Customers
15159,2,30,18641.010000000002,0,High-Value Customers
15160,357,1,158.16,1,At-Risk Customers
15163,18,2,304.47,2,Regular Customers
15164,69,3,824.58,2,Regular Customers
15165,373,1,487.75,1,At-Risk Customers
15167,321,1,158.8,1,At-Risk Customers
15168,26,1,106.56,1,At-Risk Customers
15171,331,1,1289.5,1,At-Risk Customers
15172,9,5,1624.05,2,Regular Customers
15174,323,1,135.75,1,At-Risk Customers
15175,72,1,224.14,1,At-Risk Customers
15178,260,1,40.5,1,At-Risk Customers
15179,18,5,2206.95,2,Regular Customers
15180,367,1,87.5,1,At-Risk Customers
15181,66,3,689.4799999999999,2,Regular Customers
15182,154,2,622.85,1,At-Risk Customers
15184,29,2,402.2,2,Regular Customers
15185,70,1,310.62,1,At-Risk Customers
15186,14,2,411.41,2,Regular Customers
15187,2,16,4777.18,0,High-Value Customers
15189,1,41,16225.39,0,High-Value Customers
15192,120,3,1044.32,2,Regular Customers
15193,61,1,499.32,1,At-Risk Customers
15194,3,15,7616.53,0,High-Value Customers
15195,3,1,3861.0,2,Regular Customers
15197,11,3,1079.6100000000001,2,Regular Customers
15198,92,2,193.64,1,At-Risk Customers
15199,59,4,1268.7,2,Regular Customers
15201,87,5,1236.54,2,Regular Customers
15203,26,6,1827.8,2,Regular Customers
15204,357,1,316.58,1,At-Risk Customers
15205,85,2,653.24,1,At-Risk Customers
15206,10,4,420.29999999999995,2,Regular Customers
15208,1,5,870.12,0,High-Value Customers
15210,225,1,331.18,1,At-Risk Customers
15211,60,2,894.4100000000001,2,Regular Customers
15212,241,1,101.8,1,At-Risk Customers
15213,319,2,328.35,1,At-Risk Customers
15214,2,8,1661.44,0,High-Value Customers
15215,47,3,734.94,2,Regular Customers
15216,88,1,96.6,1,At-Risk Customers
15218,11,11,5756.89,0,High-Value Customers
15219,176,1,305.75,1,At-Risk Customers
15220,52,6,1778.96,2,Regular Customers
15221,366,1,403.25,1,At-Risk Customers
15222,319,1,585.0,1,At-Risk Customers
15223,226,2,755.75,1,At-Risk Customers
15224,358,2,322.08,1,At-Risk Customers
15225,234,1,409.40000000000003,1,At-Risk Customers
15226,311,1,154.41,1,At-Risk Customers
15227,37,5,1219.4,2,Regular Customers
15228,66,4,3386.71,2,Regular Customers
15230,239,2,429.6,1,At-Risk Customers
15232,113,2,612.06,1,At-Risk Customers
15234,277,1,197.0,1,At-Risk Customers
15235,218,12,2247.51,0,High-Value Customers
15236,299,1,321.05,1,At-Risk Customers
15237,2,4,1412.32,2,Regular Customers
15238,29,3,1071.99,2,Regular Customers
15239,10,2,780.59,2,Regular Customers
15240,45,5,1706.57,2,Regular Customers
15241,67,8,1756.44,2,Regular Customers
15243,74,1,316.68,1,At-Risk Customers
15244,65,2,631.57,2,Regular Customers
15245,134,3,2515.84,2,Regular Customers
15246,238,2,514.15,1,At-Risk Customers
15247,122,1,356.0,1,At-Risk Customers
15249,32,13,6688.46,0,High-Value Customers
15251,9,11,10484.99,0,High-Value Customers
15252,36,2,740.78,2,Regular Customers
15253,16,5,918.1999999999999,2,Regular Customers
15254,127,1,300.36,1,At-Risk Customers
15255,67,1,890.85,1,At-Risk Customers
15256,149,1,98.45,1,At-Risk Customers
15257,283,1,317.15,1,At-Risk Customers
15258,169,2,623.16,1,At-Risk Customers
15260,100,7,1810.77,2,Regular Customers
15261,135,1,254.82,1,At-Risk Customers
15262,324,1,178.95000000000002,1,At-Risk Customers
15263,107,1,156.51,1,At-Risk Customers
15264,64,1,393.74,1,At-Risk Customers
15265,151,2,1506.1200000000001,2,Regular Customers
15266,338,1,119.3,1,At-Risk Customers
15267,22,5,1717.36,2,Regular Customers
15269,24,1,408.8,2,Regular Customers
15270,16,7,2379.49,0,High-Value Customers
15271,7,15,2493.34,0,High-Value Customers
15272,57,2,721.94,2,Regular Customers
15274,4,2,716.57,2,Regular Customers
15275,38,1,615.14,1,At-Risk Customers
15276,66,1,128.63,1,At-Risk Customers
15277,47,1,255.89999999999998,1,At-Risk Customers
15279,355,1,290.51,1,At-Risk Customers
15280,172,1,113.12,1,At-Risk Customers
15281,59,9,2332.15,0,High-Value Customers
15286,50,1,240.55,1,At-Risk Customers
15287,22,2,486.69,2,Regular Customers
15288,43,5,2306.52,2,Regular Customers
15289,29,3,939.78,2,Regular Customers
15290,5,18,7943.22,0,High-Value Customers
15291,26,15,4668.3,0,High-Value Customers
15292,201,1,178.39,1,At-Risk Customers
15296,51,6,3672.86,2,Regular Customers
15297,10,3,641.94,2,Regular Customers
15298,2,12,4799.9,0,High-Value Customers
15299,67,7,4507.01,0,High-Value Customers
15300,64,1,496.44,1,At-Risk Customers
15301,51,12,5049.95,0,High-Value Customers
15303,290,1,574.02,1,At-Risk Customers
15304,61,8,694.4000000000001,2,Regular Customers
15306,64,3,1174.35,2,Regular Customers
15307,96,1,205.3,1,At-Risk Customers
15308,274,1,310.47,1,At-Risk Customers
15311,1,91,60632.75,0,High-Value Customers
15312,75,4,924.85,2,Regular Customers
15313,110,1,52.0,1,At-Risk Customers
15314,199,1,327.97,1,At-Risk Customers
15315,64,2,570.5,2,Regular Customers
15316,327,1,165.0,1,At-Risk Customers
15318,4,1,312.62,2,Regular Customers
15319,284,1,204.5,1,At-Risk Customers
15320,44,1,267.13,1,At-Risk Customers
15321,71,3,2748.31,2,Regular Customers
15322,86,1,679.68,1,At-Risk Customers
15325,104,1,161.74,1,At-Risk Customers
15326,334,1,311.71,1,At-Risk Customers
15327,53,1,208.75,1,At-Risk Customers
15329,39,3,1049.7,2,Regular Customers
15330,32,2,714.96,2,Regular Customers
15332,366,4,1661.06,2,Regular Customers
15333,208,1,1028.56,1,At-Risk Customers
15334,157,3,350.82,1,At-Risk Customers
15335,54,1,170.22,1,At-Risk Customers
15339,66,2,574.07,1,At-Risk Customers
15341,81,1,2020.52,2,Regular Customers
15342,130,1,406.09,1,At-Risk Customers
15343,87,1,364.5,1,At-Risk Customers
15344,1,3,563.94,2,Regular Customers
15345,46,1,393.54,1,At-Risk Customers
15346,333,1,252.42000000000002,1,At-Risk Customers
15347,366,1,201.60000000000002,1,At-Risk Customers
15348,72,1,158.04,1,At-Risk Customers
15349,158,2,463.90999999999997,1,At-Risk Customers
15350,373,1,115.65,1,At-Risk Customers
15351,12,7,1934.66,0,High-Value Customers
15353,255,2,770.12,1,At-Risk Customers
15355,29,2,277.05,2,Regular Customers
15356,31,10,2718.03,0,High-Value Customers
15358,5,22,8347.2,0,High-Value Customers
15360,40,1,427.93,1,At-Risk Customers
15361,362,1,418.92,1,At-Risk Customers
15363,373,1,326.0,1,At-Risk Customers
15364,96,2,913.19,2,Regular Customers
15365,26,7,2314.32,0,High-Value Customers
15366,75,2,602.51,1,At-Risk Customers
15367,57,4,1877.59,2,Regular Customers
15368,21,1,446.94000000000005,2,Regular Customers
15370,41,7,2386.05,2,Regular Customers
15372,137,1,2007.3999999999999,1,At-Risk Customers
15373,8,12,2415.91,0,High-Value Customers
15374,129,1,168.0,1,At-Risk Customers
15376,40,3,1221.56,2,Regular Customers
15379,169,7,3703.29,2,Regular Customers
15380,9,5,1690.2600000000002,2,Regular Customers
15381,214,2,596.85,1,At-Risk Customers
15382,15,6,5955.71,0,High-Value Customers
15384,170,2,642.41,1,At-Risk Customers
15385,40,1,316.88,1,At-Risk Customers
15386,186,1,394.14,1,At-Risk Customers
15388,270,1,140.54,1,At-Risk Customers
15389,172,1,500.0,1,At-Risk Customers
15392,5,4,1535.53,2,Regular Customers
15393,16,2,231.86,2,Regular Customers
15394,10,4,2183.54,2,Regular Customers
15395,326,1,107.45,1,At-Risk Customers
15396,113,1,288.18,1,At-Risk Customers
15397,290,1,94.0,1,At-Risk Customers
15398,16,2,1345.53,2,Regular Customers
15399,1,3,815.77,2,Regular Customers
15400,92,5,716.2,2,Regular Customers
15402,149,2,626.77,1,At-Risk Customers
15405,189,1,349.1,1,At-Risk Customers
15406,31,2,510.71000000000004,2,Regular Customers
15407,34,4,1046.74,2,Regular Customers
15408,264,1,267.18,1,At-Risk Customers
15410,84,8,3450.84,0,High-Value Customers
15411,26,4,1348.93,2,Regular Customers
15412,171,1,190.53,1,At-Risk Customers
15414,10,3,774.9000000000001,2,Regular Customers
15415,313,1,559.61,1,At-Risk Customers
15416,65,4,3984.32,2,Regular Customers
15417,85,1,508.8,1,At-Risk Customers
15419,25,1,135.86,1,At-Risk Customers
15421,59,4,950.36,2,Regular Customers
15422,323,2,97.7,1,At-Risk Customers
15423,38,1,43.5,1,At-Risk Customers
15424,254,2,383.34,1,At-Risk Customers
15426,19,5,1404.07,2,Regular Customers
15427,33,3,1430.54,2,Regular Customers
15428,15,1,93.78,1,At-Risk Customers
15429,27,2,397.35,2,Regular Customers
15432,23,1,171.19,1,At-Risk Customers
15433,214,2,533.3,1,At-Risk Customers
15434,8,5,1041.48,2,Regular Customers
15435,22,1,149.29,1,At-Risk Customers
15436,12,3,1067.75,2,Regular Customers
15437,262,1,200.16,1,At-Risk Customers
15438,131,1,156.57999999999998,1,At-Risk Customers
15440,55,3,383.68,2,Regular Customers
15442,249,1,594.0,1,At-Risk Customers
15443,2,7,3213.59,0,High-Value Customers
15444,9,2,1411.21,2,Regular Customers
15445,264,1,113.5,1,At-Risk Customers
15447,331,1,155.17,1,At-Risk Customers
15448,313,1,494.64,1,At-Risk Customers
15449,26,3,974.52,2,Regular Customers
15450,30,1,429.84,1,At-Risk Customers
15452,30,3,528.48,2,Regular Customers
15453,2,7,1371.77,0,High-Value Customers
15454,362,1,179.1,1,At-Risk Customers
15456,283,3,434.59000000000003,1,At-Risk Customers
15457,262,1,237.07,1,At-Risk Customers
15458,25,1,161.64,1,At-Risk Customers
15460,354,1,214.26,1,At-Risk Customers
15462,94,3,234.6,1,At-Risk Customers
15463,29,1,126.14,1,At-Risk Customers
15464,338,1,1044.65,1,At-Risk Customers
15465,20,18,7354.62,0,High-Value Customers
15466,85,1,334.53,1,At-Risk Customers
15467,9,3,524.88,2,Regular Customers
15468,51,2,467.51,2,Regular Customers
15469,50,2,538.55,2,Regular Customers
15471,2,1,454.48,2,Regular Customers
15472,113,1,371.56,1,At-Risk Customers
15473,14,7,1771.2,0,High-Value Customers
15475,77,1,454.10999999999996,1,At-Risk Customers
15478,40,2,1399.92,2,Regular Customers
15480,116,1,905.5,1,At-Risk Customers
15482,16,12,10879.76,0,High-Value Customers
15483,161,4,225.26,1,At-Risk Customers
15484,1,4,3590.41,0,High-Value Customers
15485,30,3,2564.5,2,Regular Customers
15488,93,1,91.32000000000001,1,At-Risk Customers
15489,23,3,1134.28,2,Regular Customers
15491,95,6,3100.09,2,Regular Customers
15492,28,2,659.4599999999999,2,Regular Customers
15493,33,5,1953.41,2,Regular Customers
15494,21,2,1280.58,2,Regular Customers
15497,18,2,1262.2,2,Regular Customers
15498,3,27,13316.4,0,High-Value Customers
15500,8,4,1131.56,2,Regular Customers
15502,16,12,10384.93,0,High-Value Customers
15503,363,1,141.04,1,At-Risk Customers
15504,81,1,52.83,1,At-Risk Customers
15505,53,5,3610.96,2,Regular Customers
15506,23,3,972.08,2,Regular Customers
15507,172,1,475.86,1,At-Risk Customers
15508,189,6,1000.27,2,Regular Customers
15510,331,1,250.0,1,At-Risk Customers
15511,12,5,900.53,2,Regular Customers
15512,156,2,121.0,1,At-Risk Customers
15513,33,19,14758.220000000001,0,High-Value Customers
15514,12,11,4023.7200000000003,0,High-Value Customers
15516,45,3,62.43,1,At-Risk Customers
15517,233,1,267.03,1,At-Risk Customers
15518,64,8,1921.55,2,Regular Customers
15520,2,1,343.5,2,Regular Customers
15521,40,8,3000.2,0,High-Value Customers
15522,33,2,397.99,2,Regular Customers
15523,84,1,412.01000000000005,1,At-Risk Customers
15524,25,1,440.0,2,Regular Customers
15525,2,3,734.37,2,Regular Customers
15526,33,2,148.44,1,At-Risk Customers
15527,19,8,2428.53,0,High-Value Customers
15528,254,1,229.33,1,At-Risk Customers
15529,23,11,3962.6,0,High-Value Customers
15530,22,4,1497.31,2,Regular Customers
15531,8,2,1972.39,2,Regular Customers
15532,25,4,1564.73,2,Regular Customers
15533,19,3,807.57,2,Regular Customers
15535,173,4,502.9,1,At-Risk Customers
15537,163,1,110.92,1,At-Risk Customers
15539,7,1,538.46,2,Regular Customers
15540,11,1,213.3,2,Regular Customers
15541,114,1,85.13000000000001,1,At-Risk Customers
15543,288,1,127.86,1,At-Risk Customers
15544,9,9,3546.71,0,High-Value Customers
15545,54,2,288.96999999999997,1,At-Risk Customers
15547,7,14,4910.6,0,High-Value Customers
15549,77,3,1681.46,2,Regular Customers
15550,4,4,575.63,2,Regular Customers
15551,37,1,436.06,1,At-Risk Customers
15552,217,1,90.12,1,At-Risk Customers
15553,60,1,428.93,1,At-Risk Customers
15554,278,1,217.2,1,At-Risk Customers
15555,12,16,4794.86,0,High-Value Customers
15556,24,1,279.77,1,At-Risk Customers
15557,29,1,468.91,1,At-Risk Customers
15561,12,4,800.59,2,Regular Customers
15562,352,1,134.55,1,At-Risk Customers
15563,22,4,1400.44,2,Regular Customers
15565,50,2,173.16,1,At-Risk Customers
15567,19,1,186.01,1,At-Risk Customers
15568,3,3,758.29,2,Regular Customers
15569,104,5,1375.71,2,Regular Customers
15570,7,12,4148.82,0,High-Value Customers
15571,12,4,650.4300000000001,2,Regular Customers
15572,5,7,2533.42,0,High-Value Customers
15573,32,2,591.1899999999999,2,Regular Customers
15574,178,4,675.64,1,At-Risk Customers
15576,38,1,921.37,2,Regular Customers
15577,151,3,258.88,1,At-Risk Customers
15578,162,1,127.1,1,At-Risk Customers
15579,69,2,327.6,1,At-Risk Customers
15581,121,13,3675.77,0,High-Value Customers
15582,25,3,682.9100000000001,2,Regular Customers
15584,24,4,720.86,2,Regular Customers
15585,177,1,455.3,1,At-Risk Customers
15587,50,4,913.6800000000001,2,Regular Customers
15589,256,3,478.53000000000003,1,At-Risk Customers
15592,47,1,388.58,1,At-Risk Customers
15593,71,1,199.8,1,At-Risk Customers
15594,16,5,1771.78,2,Regular Customers
15596,101,5,1406.59,2,Regular Customers
15597,35,1,324.57,1,At-Risk Customers
15598,53,1,240.68,1,At-Risk Customers
15599,27,2,761.74,2,Regular Customers
15601,11,14,6776.56,0,High-Value Customers
15602,8,9,1297.8700000000001,0,High-Value Customers
15603,79,1,48.480000000000004,1,At-Risk Customers
15604,52,1,216.39,1,At-Risk Customers
15605,36,5,1198.23,2,Regular Customers
15606,61,9,2920.16,0,High-Value Customers
15607,337,1,104.76,1,At-Risk Customers
15608,28,4,1093.68,2,Regular Customers
15609,184,1,298.48,1,At-Risk Customers
15610,52,1,112.46000000000001,1,At-Risk Customers
15611,10,13,1591.45,0,High-Value Customers
15612,36,2,195.15,1,At-Risk Customers
15615,10,23,10399.74,0,High-Value Customers
15618,33,4,776.851,2,Regular Customers
15619,11,1,336.40000000000003,2,Regular Customers
15620,57,3,1553.18,2,Regular Customers
15621,4,4,1293.03,2,Regular Customers
15622,43,9,3709.56,0,High-Value Customers
15623,141,1,301.03,1,At-Risk Customers
15624,117,4,588.13,2,Regular Customers
15625,104,4,1534.26,2,Regular Customers
15626,75,2,675.8,2,Regular Customers
15628,5,9,2870.2400000000002,0,High-Value Customers
15630,45,2,1186.35,2,Regular Customers
15632,16,8,3285.31,0,High-Value Customers
15634,17,1,243.55,1,At-Risk Customers
15636,90,2,724.76,1,At-Risk Customers
15637,53,1,223.36,1,At-Risk Customers
15639,134,1,425.32,1,At-Risk Customers
15640,4,15,12416.11,0,High-Value Customers
15641,105,4,1887.2,2,Regular Customers
15643,192,3,664.0,1,At-Risk Customers
15644,166,4,803.54,2,Regular Customers
15645,19,1,612.01,2,Regular Customers
15646,158,3,447.64000000000004,1,At-Risk Customers
15648,204,2,639.5,1,At-Risk Customers
15649,336,2,816.0,1,At-Risk Customers
15651,37,3,646.3,2,Regular Customers
15652,91,1,337.74,1,At-Risk Customers
15653,93,2,877.4399999999999,2,Regular Customers
15654,9,2,922.53,2,Regular Customers
15655,243,1,560.67,1,At-Risk Customers
15656,45,4,748.5,2,Regular Customers
15657,23,1,30.0,1,At-Risk Customers
15658,190,5,1024.1000000000001,2,Regular Customers
15659,44,1,306.45,1,At-Risk Customers
15660,25,9,1600.86,0,High-Value Customers
15661,317,2,309.8,1,At-Risk Customers
15663,106,1,138.14,1,At-Risk Customers
15664,51,1,386.43,1,At-Risk Customers
15665,168,2,2222.21,2,Regular Customers
15667,40,1,301.32,1,At-Risk Customers
15668,218,1,76.32000000000001,1,At-Risk Customers
15669,40,4,684.34,2,Regular Customers
15670,297,1,173.05,1,At-Risk Customers
15671,19,7,2657.13,0,High-Value Customers
15673,88,4,2726.23,2,Regular Customers
15674,73,5,2446.6,2,Regular Customers
15675,81,3,323.69,1,At-Risk Customers
15676,19,3,3435.76,2,Regular Customers
15677,49,1,657.23,1,At-Risk Customers
15678,53,1,352.7,1,At-Risk Customers
15679,24,4,781.28,2,Regular Customers
15680,9,3,1333.68,2,Regular Customers
15681,25,5,1426.16,2,Regular Customers
15683,117,1,193.75,1,At-Risk Customers
15687,9,9,2993.1,0,High-Value Customers
15689,120,2,254.1,1,At-Risk Customers
15690,4,2,239.76,2,Regular Customers
15691,252,1,136.8,1,At-Risk Customers
15692,28,1,191.04,1,At-Risk Customers
15694,1,14,6479.4,0,High-Value Customers
15695,267,2,409.98,1,At-Risk Customers
15696,33,8,2711.11,0,High-Value Customers
15699,18,1,309.65,2,Regular Customers
15700,172,2,696.68,1,At-Risk Customers
15701,2,4,1529.0,0,High-Value Customers
15703,265,1,211.5,1,At-Risk Customers
15704,140,4,2293.62,2,Regular Customers
15705,201,1,143.1,1,At-Risk Customers
15706,64,4,1060.56,2,Regular Customers
15707,35,4,916.98,2,Regular Customers
15708,41,7,3235.25,0,High-Value Customers
15709,284,1,133.25,1,At-Risk Customers
15712,9,5,1072.3600000000001,2,Regular Customers
15713,143,2,356.7,1,At-Risk Customers
15714,12,2,330.03000000000003,2,Regular Customers
15716,146,4,1101.1100000000001,2,Regular Customers
15717,234,1,150.3,1,At-Risk Customers
15719,33,13,5030.07,0,High-Value Customers
15720,24,1,598.73,2,Regular Customers
15721,12,1,471.40000000000003,2,Regular Customers
15722,36,5,2211.21,2,Regular Customers
15723,365,1,190.7,1,At-Risk Customers
15724,201,2,218.25,1,At-Risk Customers
15725,15,1,415.25,2,Regular Customers
15727,17,7,5159.06,0,High-Value Customers
15729,213,1,85.0,1,At-Risk Customers
15730,66,3,1120.88,2,Regular Customers
15732,212,2,294.12,1,At-Risk Customers
15733,283,1,162.3,1,At-Risk Customers
15734,115,2,1339.45,2,Regular Customers
15737,15,8,1188.1200000000001,0,High-Value Customers
15738,19,16,4812.42,0,High-Value Customers
15739,66,1,449.12,1,At-Risk Customers
15740,49,1,154.88,1,At-Risk Customers
15743,16,4,775.96,2,Regular Customers
15744,78,1,34.8,1,At-Risk Customers
15745,19,4,1094.59,2,Regular Customers
15746,134,1,196.88,1,At-Risk Customers
15747,13,3,946.64,2,Regular Customers
15748,40,1,144.36,1,At-Risk Customers
15749,235,3,44534.3,0,High-Value Customers
15750,3,8,2463.05,0,High-Value Customers
15752,40,7,2626.6,0,High-Value Customers
15753,305,1,79.2,1,At-Risk Customers
15754,51,3,458.57,2,Regular Customers
15755,10,6,2364.25,0,High-Value Customers
15756,61,4,528.01,2,Regular Customers
15757,66,2,714.42,2,Regular Customers
15758,25,1,205.25,1,At-Risk Customers
15759,218,3,253.04,1,At-Risk Customers
15762,65,2,583.75,2,Regular Customers
15763,32,2,1086.92,2,Regular Customers
15764,88,6,3279.97,2,Regular Customers
15766,64,1,315.06,1,At-Risk Customers
15768,116,3,621.8299999999999,1,At-Risk Customers
15769,7,26,56252.72,0,High-Value Customers
15773,6,1,635.6800000000001,2,Regular Customers
15774,69,1,270.8,1,At-Risk Customers
15775,245,1,104.9,1,At-Risk Customers
15776,133,1,241.62,1,At-Risk Customers
15777,241,4,1047.11,2,Regular Customers
15780,184,3,475.28000000000003,1,At-Risk Customers
15781,25,3,345.46,2,Regular Customers
15782,10,3,2614.7400000000002,2,Regular Customers
15783,11,1,246.3,2,Regular Customers
15785,33,5,2328.9700000000003,2,Regular Customers
15786,46,3,4919.0,2,Regular Customers
15787,26,3,933.26,2,Regular Customers
15789,358,1,351.3,1,At-Risk Customers
15790,10,1,218.75,2,Regular Customers
15791,44,2,1612.69,2,Regular Customers
15793,15,3,965.61,2,Regular Customers
15795,150,1,610.01,1,At-Risk Customers
15796,1,8,2708.61,0,High-Value Customers
15797,113,4,2207.4,2,Regular Customers
15799,76,3,884.14,2,Regular Customers
15800,107,2,696.89,1,At-Risk Customers
15801,46,3,1063.95,2,Regular Customers
15802,143,1,451.42,1,At-Risk Customers
15803,51,1,415.82000000000005,1,At-Risk Customers
15804,1,13,4206.39,0,High-Value Customers
15805,23,17,5488.18,0,High-Value Customers
15806,46,3,784.58,2,Regular Customers
15807,50,3,903.9,2,Regular Customers
15808,306,4,3651.27,2,Regular Customers
15809,36,5,515.77,2,Regular Customers
15810,79,4,1391.98,2,Regular Customers
15811,22,6,2218.62,2,Regular Customers
